LegalForm,catottg_region,Region,catottg_district,District,catottg_community,Community,PropRight,Purpose,Area,Subject
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040190000080571,ЧОРНОБАЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,Не визначений,2.8559,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040070000034468,ДРАБІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,1.9357,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040190000080571,ЧОРНОБАЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,2.8609,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060010000027807,БАБАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,3.1652,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060050000056084,БУЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,14.6462,4
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060110000085867,ІВАНЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,10.255500000000001,4
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060130000099511,ЛАДИЖИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,43.475,15
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060150000062190,МАНЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,14.8895,7
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060190000086831,ПАЛАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,102.6726,35
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040190000080571,ЧОРНОБАЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),Не визначений,5.6936,2
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020090000047211,ВОДЯНИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,423.4705999999998,70
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020170000024193,ЛИП’ЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,101.46340000000001,22
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020210000030936,МАТУСІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,28.159499999999998,8
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020290000032540,ТАЛЬНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,756.8207000000002,201
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040050000016509,ГЕЛЬМЯЗІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,123.11619999999998,64
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040070000034468,ДРАБІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,591.3413000000002,175
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040110000054881,ЗОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,678.3610000000003,186
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040130000029175,ІРКЛІЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,310.17730000000006,125
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040170000034734,ПІЩАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,333.24959999999993,148
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040190000080571,ЧОРНОБАЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1699.700700000001,583
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060050000056084,БУЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,580.9672000000003,165
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060110000085867,ІВАНЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,292.9161,109
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060130000099511,ЛАДИЖИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,373.0551,117
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060150000062190,МАНЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,895.3368,374
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060170000092613,МОНАСТИРИЩЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,446.2234999999999,147
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060190000086831,ПАЛАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1778.0783000000008,602
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080010000073303,БАЛАКЛЕЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,123.80509999999998,53
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080030000050121,БЕРЕЗНЯКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,8.1893,3
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080050000028174,БІЛОЗІРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,386.0132,186
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080190000038712,ЛЕСЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,25.0,2
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080210000074132,ЛІПЛЯВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,199.6411,24
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080230000065521,МЕДВЕДІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,35.03770000000001,20
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080290000067044,МОШНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,103.7723,4
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080350000033809,РУСЬКОПОЛЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,45.010799999999996,21
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71080000000036344,ЧЕРКАСЬКИЙ РАЙОН,UA71080450000083423,ТЕРНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,59.168000000000006,26
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020290000032540,ТАЛЬНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,167.79860000000002,6
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060110000085867,ІВАНЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,18.406999999999996,7
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060170000092613,МОНАСТИРИЩЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,0.3572,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020090000047211,ВОДЯНИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,2.0,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020290000032540,ТАЛЬНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,27.4843,13
